payment_id,subscription_id,payment_date,amount,payment_status
84,11,2026-05-27,24.99,Success
85,11,2026-06-26,24.99,Success
86,12,2026-05-24,24.99,Success
87,12,2026-06-23,24.99,Success
88,13,2026-04-30,9.99,Success
89,13,2026-05-30,9.99,Success
90,13,2026-06-29,9.99,Success
91,14,2025-11-09,24.99,Success
92,14,2025-12-09,24.99,Success
93,14,2026-01-08,24.99,Success
94,14,2026-02-07,24.99,Success
95,14,2026-03-09,24.99,Success
96,14,2026-04-08,24.99,Success
97,14,2026-05-08,24.99,Success
98,14,2026-06-07,24.99,Success
99,15,2025-10-28,59.99,Success
100,15,2025-11-27,59.99,Success
101,15,2025-12-27,59.99,Success
102,15,2026-01-26,59.99,Success
103,15,2026-02-25,59.99,Success
104,15,2026-03-27,59.99,Success
105,15,2026-04-26,59.99,Success
106,15,2026-05-26,59.99,Success
107,15,2026-06-25,59.99,Success
108,16,2025-12-06,9.99,Success
109,16,2026-01-05,9.99,Success
110,16,2026-02-04,9.99,Success
111,16,2026-03-06,9.99,Success
112,16,2026-04-05,9.99,Success
113,16,2026-05-05,9.99,Success
114,16,2026-06-04,0.0,Failed
115,17,2026-04-22,9.99,Success
116,17,2026-05-22,9.99,Success
117,17,2026-06-21,9.99,Success
118,18,2025-11-29,24.99,Success
119,18,2025-12-29,24.99,Success
120,18,2026-01-28,24.99,Success
121,18,2026-02-27,24.99,Success
122,18,2026-03-29,24.99,Success
123,18,2026-04-28,24.99,Success
124,18,2026-05-28,24.99,Success
125,18,2026-06-27,0.0,Failed
126,19,2025-06-30,9.99,Success
127,19,2025-07-30,9.99,Success
128,19,2025-08-29,9.99,Success
129,19,2025-09-28,9.99,Success
130,19,2025-10-28,9.99,Success
131,19,2025-11-27,9.99,Success
132,19,2025-12-27,9.99,Success
133,19,2026-01-26,9.99,Success
134,19,2026-02-25,9.99,Success
135,19,2026-03-27,9.99,Success
136,19,2026-04-26,9.99,Success
137,19,2026-05-26,0.0,Failed
138,19,2026-06-25,9.99,Success
139,20,2026-06-30,24.99,Success
140,21,2025-09-28,9.99,Success
141,21,2025-10-28,9.99,Success
142,21,2025-11-27,9.99,Success
143,21,2025-12-27,9.99,Success
144,21,2026-01-26,9.99,Success
145,21,2026-02-25,9.99,Success
146,21,2026-03-27,9.99,Success
147,21,2026-04-26,0.0,Failed
148,21,2026-05-26,9.99,Success
149,21,2026-06-25,0.0,Failed
150,22,2025-07-22,9.99,Success
151,22,2025-08-21,9.99,Success
152,22,2025-09-20,9.99,Success
153,22,2025-10-20,9.99,Success
154,22,2025-11-19,9.99,Success
155,22,2025-12-19,9.99,Success
156,22,2026-01-18,9.99,Success
157,22,2026-02-17,9.99,Success
158,22,2026-03-19,9.99,Success
159,22,2026-04-18,9.99,Success
160,22,2026-05-18,9.99,Success
161,22,2026-06-17,9.99,Success
162,23,2025-12-23,24.99,Success
163,23,2026-01-22,24.99,Success
164,23,2026-02-21,0.0,Failed
165,24,2025-11-20,59.99,Success
166,24,2025-12-20,59.99,Success
167,24,2026-01-19,59.99,Success
168,25,2025-12-03,9.99,Success
169,25,2026-01-02,9.99,Success
170,25,2026-02-01,9.99,Success
171,25,2026-03-03,9.99,Success
172,25,2026-04-02,9.99,Success
173,25,2026-05-02,9.99,Success
174,25,2026-06-01,9.99,Success
175,26,2025-11-06,9.99,Success
176,26,2025-12-06,9.99,Success
177,26,2026-01-05,9.99,Success
178,26,2026-02-04,0.0,Refunded
179,26,2026-03-06,9.99,Success
180,26,2026-04-05,9.99,Success
181,26,2026-05-05,9.99,Success
182,26,2026-06-04,9.99,Success
183,27,2025-12-08,9.99,Success
184,27,2026-01-07,9.99,Success
185,27,2026-02-06,9.99,Success
186,27,2026-03-08,9.99,Success
187,27,2026-04-07,9.99,Success
188,27,2026-05-07,0.0,Failed
189,27,2026-06-06,9.99,Success
190,28,2026-04-11,0.0,Failed
191,28,2026-05-11,59.99,Success
192,28,2026-06-10,59.99,Success
193,29,2026-06-05,24.99,Success
194,30,2025-10-11,9.99,Success
195,30,2025-11-10,9.99,Success
196,30,2025-12-10,9.99,Success
197,30,2026-01-09,9.99,Success
198,30,2026-02-08,9.99,Success
199,30,2026-03-10,9.99,Success
200,30,2026-04-09,9.99,Success
201,30,2026-05-09,9.99,Success
202,30,2026-06-08,9.99,Success
203,31,2025-06-08,9.99,Success
204,31,2025-07-08,9.99,Success
205,31,2025-08-07,9.99,Success
206,31,2025-09-06,9.99,Success
207,31,2025-10-06,9.99,Success
208,31,2025-11-05,9.99,Success
209,31,2025-12-05,9.99,Success
210,31,2026-01-04,9.99,Success
211,31,2026-02-03,9.99,Success
212,31,2026-03-05,9.99,Success
213,31,2026-04-04,9.99,Success
214,31,2026-05-04,9.99,Success
215,31,2026-06-03,9.99,Success
216,32,2025-05-18,0.0,Failed
217,32,2025-06-17,24.99,Success
218,32,2025-07-17,24.99,Success
219,32,2025-08-16,24.99,Success
220,32,2025-09-15,24.99,Success
221,32,2025-10-15,24.99,Success
222,32,2025-11-14,24.99,Success
223,32,2025-12-14,24.99,Success
224,32,2026-01-13,24.99,Success
225,32,2026-02-12,24.99,Success
226,32,2026-03-14,24.99,Success
227,32,2026-04-13,24.99,Success
228,32,2026-05-13,24.99,Success
229,32,2026-06-12,24.99,Success
230,33,2025-11-12,24.99,Success
231,33,2025-12-12,24.99,Success
232,33,2026-01-11,24.99,Success
233,33,2026-02-10,24.99,Success
234,33,2026-03-12,0.0,Failed
235,33,2026-04-11,24.99,Success
236,33,2026-05-11,24.99,Success
237,33,2026-06-10,24.99,Success
238,34,2026-01-20,24.99,Success
239,34,2026-02-19,24.99,Success
240,34,2026-03-21,0.0,Failed
241,34,2026-04-20,24.99,Success
242,34,2026-05-20,24.99,Success
243,34,2026-06-19,24.99,Success
244,35,2026-06-26,149.99,Success
245,36,2026-02-06,9.99,Success
246,36,2026-03-08,9.99,Success
247,36,2026-04-07,9.99,Success
248,36,2026-05-07,9.99,Success
249,36,2026-06-06,9.99,Success
250,37,2025-12-14,24.99,Success
251,37,2026-01-13,24.99,Success
252,37,2026-02-12,24.99,Success
253,37,2026-03-14,24.99,Success
254,37,2026-04-13,24.99,Success
255,37,2026-05-13,24.99,Success
256,37,2026-06-12,24.99,Success
257,38,2025-09-25,24.99,Success
258,38,2025-10-25,24.99,Success
259,38,2025-11-24,24.99,Success
260,39,2026-06-18,59.99,Success
261,40,2026-04-18,59.99,Success
262,40,2026-05-18,59.99,Success
263,40,2026-06-17,59.99,Success
264,41,2025-12-23,24.99,Success
265,41,2026-01-22,24.99,Success
266,41,2026-02-21,0.0,Failed
267,41,2026-03-23,24.99,Success
268,41,2026-04-22,24.99,Success
269,41,2026-05-22,24.99,Success
270,41,2026-06-21,0.0,Failed
271,42,2025-11-07,59.99,Success
272,42,2025-12-07,59.99,Success
273,42,2026-01-06,59.99,Success
274,42,2026-02-05,59.99,Success
275,42,2026-03-07,59.99,Success
276,42,2026-04-06,59.99,Success
277,42,2026-05-06,59.99,Success
278,42,2026-06-05,59.99,Success
279,43,2026-06-18,24.99,Success
280,44,2025-11-20,59.99,Success
281,44,2025-12-20,59.99,Success
282,44,2026-01-19,59.99,Success
283,44,2026-02-18,59.99,Success
284,44,2026-03-20,59.99,Success
285,44,2026-04-19,59.99,Success
286,44,2026-05-19,59.99,Success
287,44,2026-06-18,59.99,Success
288,45,2026-05-09,9.99,Success
289,45,2026-06-08,9.99,Success
290,46,2025-11-03,59.99,Success
291,46,2025-12-03,59.99,Success
292,46,2026-01-02,59.99,Success
293,46,2026-02-01,59.99,Success
294,46,2026-03-03,59.99,Success
295,46,2026-04-02,59.99,Success
296,46,2026-05-02,59.99,Success
297,46,2026-06-01,59.99,Success
298,47,2026-03-10,24.99,Success
299,47,2026-04-09,24.99,Success
300,47,2026-05-09,24.99,Success
301,47,2026-06-08,24.99,Success
302,48,2026-02-02,0.0,Refunded
303,48,2026-03-04,24.99,Success
304,48,2026-04-03,24.99,Success
305,48,2026-05-03,0.0,Failed
306,48,2026-06-02,0.0,Failed
307,49,2025-04-30,24.99,Success
308,49,2025-05-30,24.99,Success
309,49,2025-06-29,24.99,Success
310,49,2025-07-29,24.99,Success
311,49,2025-08-28,24.99,Success
312,49,2025-09-27,24.99,Success
313,49,2025-10-27,0.0,Refunded
314,49,2025-11-26,24.99,Success
315,49,2025-12-26,24.99,Success
316,49,2026-01-25,24.99,Success
317,49,2026-02-24,24.99,Success
318,49,2026-03-26,24.99,Success
319,49,2026-04-25,24.99,Success
320,49,2026-05-25,24.99,Success
321,49,2026-06-24,24.99,Success
322,50,2026-02-28,9.99,Success
323,50,2026-03-30,9.99,Success
324,50,2026-04-29,9.99,Success
325,50,2026-05-29,9.99,Success
326,50,2026-06-28,9.99,Success
327,51,2025-09-12,59.99,Success
328,51,2025-10-12,59.99,Success
329,51,2025-11-11,59.99,Success
330,51,2025-12-11,59.99,Success
331,51,2026-01-10,59.99,Success
332,51,2026-02-09,59.99,Success
333,51,2026-03-11,59.99,Success
334,51,2026-04-10,59.99,Success
335,51,2026-05-10,59.99,Success
336,51,2026-06-09,59.99,Success
337,52,2025-12-18,24.99,Success
338,52,2026-01-17,24.99,Success
339,52,2026-02-16,24.99,Success
340,52,2026-03-18,0.0,Refunded
341,52,2026-04-17,24.99,Success
342,52,2026-05-17,0.0,Failed
343,52,2026-06-16,24.99,Success
344,53,2026-04-06,9.99,Success
345,53,2026-05-06,9.99,Success
346,53,2026-06-05,9.99,Success
347,54,2025-08-02,9.99,Success
348,54,2025-09-01,9.99,Success
349,54,2025-10-01,9.99,Success
350,54,2025-10-31,9.99,Success
351,54,2025-11-30,9.99,Success
352,54,2025-12-30,9.99,Success
353,54,2026-01-29,9.99,Success
354,54,2026-02-28,9.99,Success
355,54,2026-03-30,9.99,Success
356,54,2026-04-29,9.99,Success
357,54,2026-05-29,0.0,Refunded
358,54,2026-06-28,9.99,Success
359,55,2025-09-11,24.99,Success
360,55,2025-10-11,24.99,Success
361,55,2025-11-10,24.99,Success
362,55,2025-12-10,24.99,Success
363,55,2026-01-09,24.99,Success
364,55,2026-02-08,24.99,Success
365,55,2026-03-10,24.99,Success
366,55,2026-04-09,24.99,Success
367,55,2026-05-09,24.99,Success
368,55,2026-06-08,24.99,Success
369,56,2025-05-13,0.0,Refunded
370,56,2025-06-12,24.99,Success
371,56,2025-07-12,24.99,Success
372,56,2025-08-11,24.99,Success
373,56,2025-09-10,24.99,Success
374,56,2025-10-10,24.99,Success
375,56,2025-11-09,24.99,Success
376,56,2025-12-09,24.99,Success
377,56,2026-01-08,0.0,Refunded
378,56,2026-02-07,24.99,Success
379,56,2026-03-09,24.99,Success
380,56,2026-04-08,24.99,Success
381,56,2026-05-08,24.99,Success
382,56,2026-06-07,24.99,Success
383,57,2025-09-23,9.99,Success
384,57,2025-10-23,9.99,Success
385,57,2025-11-22,9.99,Success
386,57,2025-12-22,9.99,Success
387,57,2026-01-21,0.0,Failed
388,57,2026-02-20,9.99,Success
389,57,2026-03-22,9.99,Success
390,57,2026-04-21,9.99,Success
391,57,2026-05-21,0.0,Failed
392,57,2026-06-20,9.99,Success
393,58,2026-03-09,24.99,Success
394,58,2026-04-08,24.99,Success
395,58,2026-05-08,24.99,Success
396,58,2026-06-07,24.99,Success
397,59,2025-08-27,24.99,Success
398,59,2025-09-26,24.99,Success
399,59,2025-10-26,24.99,Success
400,59,2025-11-25,0.0,Failed
401,59,2025-12-25,24.99,Success
402,59,2026-01-24,24.99,Success
403,59,2026-02-23,24.99,Success
404,59,2026-03-25,24.99,Success
405,59,2026-04-24,24.99,Success
406,59,2026-05-24,24.99,Success
407,59,2026-06-23,24.99,Success
408,60,2025-08-04,9.99,Success
409,60,2025-09-03,9.99,Success
410,60,2025-10-03,9.99,Success
411,60,2025-11-02,9.99,Success
412,60,2025-12-02,9.99,Success
413,60,2026-01-01,9.99,Success
414,60,2026-01-31,9.99,Success
415,60,2026-03-02,9.99,Success
416,60,2026-04-01,9.99,Success
417,60,2026-05-01,9.99,Success
418,60,2026-05-31,9.99,Success
419,60,2026-06-30,0.0,Failed
420,61,2026-01-28,0.0,Failed
421,61,2026-02-27,9.99,Success
422,61,2026-03-29,9.99,Success
423,61,2026-04-28,9.99,Success
424,61,2026-05-28,9.99,Success
425,61,2026-06-27,0.0,Failed
426,62,2026-05-09,9.99,Success
427,62,2026-06-08,9.99,Success
428,63,2026-03-03,24.99,Success
429,63,2026-04-02,24.99,Success
430,63,2026-05-02,24.99,Success
431,63,2026-06-01,24.99,Success
432,64,2025-10-23,9.99,Success
433,64,2025-11-22,9.99,Success
434,64,2025-12-22,9.99,Success
435,64,2026-01-21,9.99,Success
436,64,2026-02-20,9.99,Success
437,64,2026-03-22,9.99,Success
438,64,2026-04-21,9.99,Success
439,64,2026-05-21,9.99,Success
440,64,2026-06-20,9.99,Success
441,65,2026-03-23,59.99,Success
442,65,2026-04-22,59.99,Success
443,65,2026-05-22,0.0,Failed
444,65,2026-06-21,59.99,Success
445,66,2026-04-14,24.99,Success
446,66,2026-05-14,24.99,Success
447,66,2026-06-13,24.99,Success
448,67,2025-09-11,9.99,Success
449,67,2025-10-11,9.99,Success
450,67,2025-11-10,9.99,Success
451,67,2025-12-10,9.99,Success
452,67,2026-01-09,9.99,Success
453,67,2026-02-08,9.99,Success
454,67,2026-03-10,9.99,Success
455,67,2026-04-09,9.99,Success
456,67,2026-05-09,9.99,Success
457,67,2026-06-08,9.99,Success
458,68,2025-10-08,59.99,Success
459,68,2025-11-07,59.99,Success
460,68,2025-12-07,59.99,Success
461,68,2026-01-06,59.99,Success
462,68,2026-02-05,59.99,Success
463,68,2026-03-07,59.99,Success
464,68,2026-04-06,59.99,Success
465,68,2026-05-06,0.0,Failed
466,68,2026-06-05,59.99,Success
467,69,2025-06-27,149.99,Success
468,69,2025-07-27,149.99,Success
469,69,2025-08-26,149.99,Success
470,69,2025-09-25,149.99,Success
471,69,2025-10-25,149.99,Success
472,69,2025-11-24,149.99,Success
473,69,2025-12-24,149.99,Success
474,69,2026-01-23,149.99,Success
475,69,2026-02-22,149.99,Success
476,69,2026-03-24,149.99,Success
477,69,2026-04-23,149.99,Success
478,69,2026-05-23,149.99,Success
479,69,2026-06-22,149.99,Success
480,70,2026-02-04,24.99,Success
481,70,2026-03-06,24.99,Success
482,70,2026-04-05,24.99,Success
483,70,2026-05-05,24.99,Success
484,70,2026-06-04,24.99,Success
485,71,2026-05-13,9.99,Success
486,71,2026-06-12,9.99,Success
487,72,2025-11-02,59.99,Success
488,72,2025-12-02,59.99,Success
489,72,2026-01-01,59.99,Success
490,72,2026-01-31,59.99,Success
491,72,2026-03-02,0.0,Refunded
492,72,2026-04-01,59.99,Success
493,72,2026-05-01,59.99,Success
494,72,2026-05-31,59.99,Success
495,72,2026-06-30,59.99,Success
496,73,2025-08-01,24.99,Success
497,73,2025-08-31,24.99,Success
498,73,2025-09-30,24.99,Success
499,73,2025-10-30,24.99,Success
500,73,2025-11-29,24.99,Success
501,73,2025-12-29,24.99,Success
502,73,2026-01-28,24.99,Success
503,73,2026-02-27,24.99,Success
504,73,2026-03-29,24.99,Success
505,73,2026-04-28,24.99,Success
506,73,2026-05-28,24.99,Success
507,73,2026-06-27,24.99,Success
508,74,2025-08-04,9.99,Success
509,74,2025-09-03,9.99,Success
510,74,2025-10-03,9.99,Success
511,74,2025-11-02,9.99,Success
512,74,2025-12-02,9.99,Success
513,74,2026-01-01,9.99,Success
514,74,2026-01-31,0.0,Failed
515,74,2026-03-02,9.99,Success
516,74,2026-04-01,9.99,Success
517,74,2026-05-01,9.99,Success
518,74,2026-05-31,9.99,Success
519,74,2026-06-30,0.0,Failed
520,75,2025-04-23,9.99,Success
521,75,2025-05-23,9.99,Success
522,75,2025-06-22,9.99,Success
523,75,2025-07-22,9.99,Success
524,75,2025-08-21,9.99,Success
525,75,2025-09-20,9.99,Success
526,75,2025-10-20,9.99,Success
527,75,2025-11-19,9.99,Success
528,75,2025-12-19,9.99,Success
529,75,2026-01-18,9.99,Success
530,75,2026-02-17,9.99,Success
531,75,2026-03-19,9.99,Success
532,75,2026-04-18,9.99,Success
533,75,2026-05-18,9.99,Success
534,75,2026-06-17,9.99,Success
535,76,2026-04-15,9.99,Success
536,76,2026-05-15,9.99,Success
537,76,2026-06-14,9.99,Success
538,77,2026-04-01,24.99,Success
539,77,2026-05-01,24.99,Success
540,78,2025-07-18,24.99,Success
541,78,2025-08-17,24.99,Success
542,78,2025-09-16,24.99,Success
543,78,2025-10-16,24.99,Success
544,78,2025-11-15,24.99,Success
545,78,2025-12-15,24.99,Success
546,78,2026-01-14,24.99,Success
547,78,2026-02-13,24.99,Success
548,78,2026-03-15,24.99,Success
549,78,2026-04-14,24.99,Success
550,78,2026-05-14,24.99,Success
551,78,2026-06-13,24.99,Success
552,79,2025-07-13,0.0,Failed
553,79,2025-08-12,9.99,Success
554,79,2025-09-11,9.99,Success
555,79,2025-10-11,9.99,Success
556,79,2025-11-10,9.99,Success
557,79,2025-12-10,9.99,Success
558,79,2026-01-09,9.99,Success
559,79,2026-02-08,9.99,Success
560,79,2026-03-10,9.99,Success
561,79,2026-04-09,9.99,Success
562,79,2026-05-09,9.99,Success
563,79,2026-06-08,0.0,Failed
564,80,2026-05-25,59.99,Success
565,80,2026-06-24,59.99,Success
566,81,2025-06-15,9.99,Success
567,81,2025-07-15,9.99,Success
568,81,2025-08-14,9.99,Success
569,81,2025-09-13,9.99,Success
570,81,2025-10-13,9.99,Success
571,82,2026-01-06,24.99,Success
572,82,2026-02-05,24.99,Success
573,82,2026-03-07,24.99,Success
574,82,2026-04-06,24.99,Success
575,82,2026-05-06,24.99,Success
576,82,2026-06-05,24.99,Success
577,83,2026-06-11,24.99,Success
578,84,2025-11-28,0.0,Refunded
579,84,2025-12-28,24.99,Success
580,84,2026-01-27,24.99,Success
581,84,2026-02-26,24.99,Success
582,84,2026-03-28,24.99,Success
583,84,2026-04-27,24.99,Success
584,84,2026-05-27,24.99,Success
585,84,2026-06-26,24.99,Success
586,85,2025-06-27,24.99,Success
587,85,2025-07-27,24.99,Success
588,85,2025-08-26,24.99,Success
589,85,2025-09-25,24.99,Success
590,85,2025-10-25,24.99,Success
591,85,2025-11-24,24.99,Success
592,85,2025-12-24,24.99,Success
593,85,2026-01-23,24.99,Success
594,85,2026-02-22,24.99,Success
595,85,2026-03-24,24.99,Success
596,85,2026-04-23,24.99,Success
597,85,2026-05-23,24.99,Success
598,85,2026-06-22,24.99,Success
599,86,2025-12-17,149.99,Success
600,86,2026-01-16,149.99,Success
601,86,2026-02-15,149.99,Success
602,86,2026-03-17,149.99,Success
603,86,2026-04-16,149.99,Success
604,86,2026-05-16,149.99,Success
605,86,2026-06-15,149.99,Success
606,87,2025-04-01,24.99,Success
607,87,2025-05-01,24.99,Success
608,87,2025-05-31,24.99,Success
609,87,2025-06-30,24.99,Success
610,87,2025-07-30,24.99,Success
611,87,2025-08-29,24.99,Success
612,87,2025-09-28,24.99,Success
613,87,2025-10-28,24.99,Success
614,87,2025-11-27,24.99,Success
615,87,2025-12-27,24.99,Success
616,87,2026-01-26,24.99,Success
617,87,2026-02-25,24.99,Success
618,87,2026-03-27,24.99,Success
619,87,2026-04-26,24.99,Success
620,87,2026-05-26,24.99,Success
621,87,2026-06-25,24.99,Success
622,88,2025-11-27,59.99,Success
623,88,2025-12-27,59.99,Success
624,88,2026-01-26,59.99,Success
625,89,2025-03-05,9.99,Success
626,89,2025-04-04,9.99,Success
627,89,2025-05-04,9.99,Success
628,89,2025-06-03,9.99,Success
629,89,2025-07-03,9.99,Success
630,89,2025-08-02,9.99,Success
631,89,2025-09-01,9.99,Success
632,89,2025-10-01,9.99,Success
633,89,2025-10-31,0.0,Refunded
634,89,2025-11-30,9.99,Success
635,89,2025-12-30,9.99,Success
636,89,2026-01-29,9.99,Success
637,89,2026-02-28,9.99,Success
638,89,2026-03-30,9.99,Success
639,89,2026-04-29,9.99,Success
640,89,2026-05-29,9.99,Success
641,89,2026-06-28,9.99,Success
642,90,2025-03-22,9.99,Success
643,90,2025-04-21,9.99,Success
644,90,2025-05-21,9.99,Success
645,90,2025-06-20,9.99,Success
646,90,2025-07-20,9.99,Success
647,90,2025-08-19,9.99,Success
648,90,2025-09-18,9.99,Success
649,90,2025-10-18,0.0,Failed
650,90,2025-11-17,9.99,Success
651,90,2025-12-17,9.99,Success
652,90,2026-01-16,9.99,Success
653,90,2026-02-15,9.99,Success
654,90,2026-03-17,9.99,Success
655,90,2026-04-16,9.99,Success
656,90,2026-05-16,9.99,Success
657,90,2026-06-15,9.99,Success
658,91,2026-04-23,59.99,Success
659,91,2026-05-23,59.99,Success
660,91,2026-06-22,59.99,Success
661,92,2025-12-05,9.99,Success
662,92,2026-01-04,9.99,Success
663,92,2026-02-03,9.99,Success
664,92,2026-03-05,0.0,Failed
665,92,2026-04-04,9.99,Success
666,92,2026-05-04,9.99,Success
667,92,2026-06-03,9.99,Success
668,93,2026-06-06,149.99,Success
669,94,2026-02-07,59.99,Success
670,94,2026-03-09,59.99,Success
671,94,2026-04-08,59.99,Success
672,94,2026-05-08,59.99,Success
673,94,2026-06-07,59.99,Success
674,95,2025-09-15,24.99,Success
675,95,2025-10-15,24.99,Success
676,95,2025-11-14,24.99,Success
677,95,2025-12-14,0.0,Failed
678,95,2026-01-13,24.99,Success
679,95,2026-02-12,24.99,Success
680,95,2026-03-14,24.99,Success
681,95,2026-04-13,24.99,Success
682,95,2026-05-13,24.99,Success
683,95,2026-06-12,24.99,Success
684,96,2025-09-09,24.99,Success
685,96,2025-10-09,24.99,Success
686,96,2025-11-08,24.99,Success
687,96,2025-12-08,24.99,Success
688,96,2026-01-07,24.99,Success
689,96,2026-02-06,24.99,Success
690,96,2026-03-08,24.99,Success
691,96,2026-04-07,24.99,Success
692,96,2026-05-07,0.0,Failed
693,96,2026-06-06,24.99,Success
694,97,2026-01-13,9.99,Success
695,97,2026-02-12,9.99,Success
696,97,2026-03-14,9.99,Success
697,97,2026-04-13,9.99,Success
698,97,2026-05-13,9.99,Success
699,97,2026-06-12,9.99,Success
700,98,2026-01-10,9.99,Success
701,98,2026-02-09,0.0,Failed
702,98,2026-03-11,0.0,Failed
703,98,2026-04-10,9.99,Success
704,98,2026-05-10,9.99,Success
705,98,2026-06-09,0.0,Refunded
706,99,2025-10-21,9.99,Success
707,99,2025-11-20,9.99,Success
708,99,2025-12-20,0.0,Failed
709,99,2026-01-19,9.99,Success
710,99,2026-02-18,9.99,Success
711,99,2026-03-20,0.0,Refunded
712,99,2026-04-19,9.99,Success
713,99,2026-05-19,9.99,Success
714,99,2026-06-18,9.99,Success
715,100,2026-02-04,24.99,Success
716,100,2026-03-06,24.99,Success
717,100,2026-04-05,24.99,Success
718,100,2026-05-05,24.99,Success
719,100,2026-06-04,24.99,Success
720,101,2026-03-02,0.0,Failed
721,101,2026-04-01,9.99,Success
722,101,2026-05-01,9.99,Success
723,101,2026-05-31,9.99,Success
724,101,2026-06-30,9.99,Success
725,102,2025-09-07,149.99,Success
726,102,2025-10-07,149.99,Success
727,102,2025-11-06,149.99,Success
728,102,2025-12-06,149.99,Success
729,102,2026-01-05,149.99,Success
730,102,2026-02-04,149.99,Success
731,102,2026-03-06,149.99,Success
732,102,2026-04-05,149.99,Success
733,102,2026-05-05,149.99,Success
734,102,2026-06-04,149.99,Success
735,103,2026-06-19,9.99,Success
736,104,2025-12-01,24.99,Success
737,104,2025-12-31,24.99,Success
738,104,2026-01-30,24.99,Success
739,104,2026-03-01,24.99,Success
740,104,2026-03-31,24.99,Success
741,104,2026-04-30,0.0,Refunded
742,104,2026-05-30,24.99,Success
743,104,2026-06-29,24.99,Success
744,105,2025-11-07,9.99,Success
745,105,2025-12-07,9.99,Success
746,105,2026-01-06,9.99,Success
747,105,2026-02-05,9.99,Success
748,105,2026-03-07,9.99,Success
749,105,2026-04-06,9.99,Success
750,106,2025-08-09,24.99,Success
751,106,2025-09-08,24.99,Success
752,106,2025-10-08,24.99,Success
753,106,2025-11-07,24.99,Success
754,107,2025-12-21,59.99,Success
755,107,2026-01-20,0.0,Refunded
756,107,2026-02-19,59.99,Success
757,107,2026-03-21,59.99,Success
758,107,2026-04-20,59.99,Success
759,107,2026-05-20,59.99,Success
760,107,2026-06-19,59.99,Success
761,108,2026-06-15,24.99,Success
762,109,2026-01-18,9.99,Success
763,109,2026-02-17,9.99,Success
764,109,2026-03-19,9.99,Success
765,109,2026-04-18,9.99,Success
766,109,2026-05-18,9.99,Success
767,109,2026-06-17,0.0,Failed
768,110,2026-04-17,9.99,Success
769,110,2026-05-17,9.99,Success
770,110,2026-06-16,9.99,Success
771,111,2026-04-08,24.99,Success
